CHLRE_01g000017v5 Cre01.g000017
CHLRE_01g029050v5 Cre01.g029050
CHLRE_01g029100v5 Cre01.g029100
CHLRE_01g029150v5 Name=ODA7
CHLRE_01g029200v5 Cre01.g029200
CHLRE_01g029250v5 Cre01.g029250
CHLRE_01g029300v5 Cre01.g029300
CHLRE_01g029350v5 Cre01.g029350
CHLRE_01g029400v5 Cre01.g029400
CHLRE_01g029450v5 Cre01.g029450
CHLRE_01g029500v5 Cre01.g029500
CHLRE_01g029550v5 Cre01.g029550
CHLRE_01g029600v5 Cre01.g029600
CHLRE_01g029650v5 Cre01.g029650
CHLRE_01g029700v5 Cre01.g029700
CHLRE_01g029750v5 Cre01.g029750
CHLRE_01g029800v5 Cre01.g029800
CHLRE_01g029850v5 Cre01.g029850
CHLRE_01g029900v5 Cre01.g029900
CHLRE_01g029950v5 Cre01.g029950
CHLRE_01g030000v5 Cre01.g030000
CHLRE_01g030050v5 Cre01.g030050
CHLRE_01g030100v5 Cre01.g030100
CHLRE_01g030150v5 Cre01.g030150
CHLRE_01g030200v5 Cre01.g030200
CHLRE_01g030250v5 Cre01.g030250
CHLRE_01g030300v5 Cre01.g030300
CHLRE_01g030350v5 Cre01.g030350
CHLRE_01g030400v5 Cre01.g030400
CHLRE_01g030450v5 Cre01.g030450
CHLRE_01g030500v5 Cre01.g030500
CHLRE_01g030550v5 Cre01.g030550
CHLRE_01g030600v5 Cre01.g030600
CHLRE_01g030650v5 Cre01.g030650
CHLRE_01g030700v5 Cre01.g030700
CHLRE_01g030750v5 Cre01.g030750
CHLRE_01g030800v5 Cre01.g030800
CHLRE_01g030850v5 Cre01.g030850
CHLRE_01g030900v5 Cre01.g030900
CHLRE_01g030950v5 Cre01.g030950
CHLRE_01g030968v5 Cre01.g030968
CHLRE_01g030986v5 Cre01.g030986
CHLRE_01g031004v5 Cre01.g031004
CHLRE_01g031050v5 Cre01.g031050
CHLRE_01g031100v5 Cre01.g031100
CHLRE_01g031200v5 Cre01.g031200
CHLRE_01g031250v5 Cre01.g031250
CHLRE_01g031300v5 Cre01.g031300
CHLRE_01g031350v5 Cre01.g031350
CHLRE_01g031400v5 Cre01.g031400
CHLRE_01g031450v5 Cre01.g031450
CHLRE_01g031500v5 Cre01.g031500
CHLRE_01g031550v5 Cre01.g031550
CHLRE_01g031600v5 Cre01.g031600
CHLRE_01g031650v5 Cre01.g031650
CHLRE_01g031700v5 Cre01.g031700
CHLRE_01g031726v5 Cre01.g031726
CHLRE_01g031750v5 Cre01.g031750
CHLRE_01g031800v5 Cre01.g031800
CHLRE_01g031850v5 Cre01.g031850
CHLRE_01g031875v5 Cre01.g031875
CHLRE_01g031900v5 Cre01.g031900
CHLRE_01g031951v5 Cre01.g031951
CHLRE_01g032000v5 Cre01.g032000
CHLRE_01g032050v5 Cre01.g032050
CHLRE_01g032100v5 Cre01.g032100
CHLRE_01g032139v5 Cre01.g032139
CHLRE_01g032150v5 Cre01.g032150
CHLRE_01g032200v5 Cre01.g032200
CHLRE_01g032250v5 Cre01.g032250
CHLRE_01g032300v5 Cre01.g032300
CHLRE_01g032350v5 Cre01.g032350
CHLRE_01g032400v5 Cre01.g032400
CHLRE_01g032450v5 Cre01.g032450
CHLRE_01g032500v5 Cre01.g032500
CHLRE_01g032550v5 Cre01.g032550
CHLRE_01g032600v5 Cre01.g032600
CHLRE_01g032650v5 Cre01.g032650
CHLRE_01g032700v5 Cre01.g032700
CHLRE_01g032750v5 Cre01.g032750
CHLRE_01g032800v5 Cre01.g032800
CHLRE_01g032850v5 Cre01.g032850
CHLRE_01g032900v5 Cre01.g032900
CHLRE_01g032950v5 Cre01.g032950
CHLRE_01g033000v5 Cre01.g033000
CHLRE_01g033050v5 Cre01.g033050
CHLRE_01g033071v5 Cre01.g033071
CHLRE_01g033091v5 Cre01.g033091
CHLRE_01g033150v5 Cre01.g033150
CHLRE_01g033200v5 Cre01.g033200
CHLRE_01g033250v5 Cre01.g033250
CHLRE_01g033300v5 Cre01.g033300
CHLRE_01g033350v5 Cre01.g033350
CHLRE_01g033400v5 Cre01.g033400
CHLRE_01g033450v5 Cre01.g033450
CHLRE_01g033500v5 Cre01.g033500
CHLRE_01g033516v5 Cre01.g033516
CHLRE_01g033532v5 Cre01.g033532
CHLRE_01g033550v5 Cre01.g033550
CHLRE_01g033700v5 Cre01.g033700
CHLRE_01g033750v5 Cre01.g033750
CHLRE_01g033763v5 Cre01.g033763
CHLRE_01g033832v5 Cre01.g033832
CHLRE_01g033900v5 Cre01.g033900
CHLRE_01g033950v5 Cre01.g033950
CHLRE_01g034000v5 Cre01.g034000
CHLRE_01g034050v5 Cre01.g034050
CHLRE_01g034100v5 Cre01.g034100
CHLRE_01g034150v5 Cre01.g034150
CHLRE_01g034200v5 Cre01.g034200
CHLRE_01g034250v5 Cre01.g034250
CHLRE_01g034300v5 Cre01.g034300
CHLRE_01g034325v5 Cre01.g034325
CHLRE_01g034350v5 Cre01.g034350
CHLRE_01g034380v5 Cre01.g034380
CHLRE_01g034400v5 Cre01.g034400
CHLRE_01g034451v5 Cre01.g034451
CHLRE_01g034500v5 Cre01.g034500
CHLRE_01g034550v5 Cre01.g034550
CHLRE_01g034600v5 Cre01.g034600
CHLRE_01g034650v5 Cre01.g034650
CHLRE_01g034700v5 Cre01.g034700
CHLRE_01g034750v5 Cre01.g034750
CHLRE_01g034800v5 Cre01.g034800
CHLRE_01g034850v5 Cre01.g034850
CHLRE_01g034875v5 Cre01.g034875
CHLRE_01g034900v5 Cre01.g034900
CHLRE_01g034950v5 Cre01.g034950
CHLRE_01g035000v5 Cre01.g035000
CHLRE_01g035050v5 Cre01.g035050
CHLRE_01g035100v5 Cre01.g035100
CHLRE_01g035150v5 Cre01.g035150
CHLRE_01g035200v5 Cre01.g035200
CHLRE_01g035250v5 Cre01.g035250
CHLRE_01g035300v5 Cre01.g035300
CHLRE_01g035350v5 Cre01.g035350
CHLRE_01g035400v5 Cre01.g035400
CHLRE_01g035450v5 Cre01.g035450
CHLRE_01g035500v5 Cre01.g035500
CHLRE_01g035550v5 Cre01.g035550
CHLRE_01g035600v5 Cre01.g035600
CHLRE_01g035650v5 Cre01.g035650
CHLRE_01g035700v5 Cre01.g035700
CHLRE_01g035750v5 Cre01.g035750
CHLRE_01g035800v5 Cre01.g035800
CHLRE_01g035850v5 Cre01.g035850
CHLRE_01g035900v5 Cre01.g035900
CHLRE_01g035950v5 Cre01.g035950
CHLRE_01g036000v5 Cre01.g036000
CHLRE_01g036050v5 Cre01.g036050
CHLRE_01g036100v5 Cre01.g036100
CHLRE_01g036150v5 Cre01.g036150
CHLRE_01g036200v5 Cre01.g036200
CHLRE_01g036250v5 Cre01.g036250
CHLRE_01g036300v5 Cre01.g036300
CHLRE_01g036350v5 Cre01.g036350
CHLRE_01g036400v5 Cre01.g036400
CHLRE_01g036451v5 Cre01.g036451
CHLRE_01g036500v5 Cre01.g036500
CHLRE_01g036550v5 Cre01.g036550
CHLRE_01g036600v5 Cre01.g036600
CHLRE_01g036650v5 Cre01.g036650
CHLRE_01g036700v5 Cre01.g036700
CHLRE_01g036750v5 Cre01.g036750
CHLRE_01g036800v5 Cre01.g036800
CHLRE_01g036850v5 Cre01.g036850
CHLRE_01g036900v5 Cre01.g036900
CHLRE_01g036950v5 Cre01.g036950
CHLRE_01g037000v5 Cre01.g037000
CHLRE_01g037050v5 Cre01.g037050
CHLRE_01g037100v5 Cre01.g037100
CHLRE_01g037150v5 Cre01.g037150
CHLRE_01g037200v5 Cre01.g037200
CHLRE_01g037250v5 Cre01.g037250
CHLRE_01g037300v5 Cre01.g037300
CHLRE_01g037350v5 Cre01.g037350
CHLRE_01g037400v5 Cre01.g037400
CHLRE_01g037450v5 Cre01.g037450
CHLRE_01g037476v5 Cre01.g037476
CHLRE_01g037500v5 Cre01.g037500
CHLRE_01g037550v5 Cre01.g037550
CHLRE_01g037600v5 Cre01.g037600
CHLRE_01g037650v5 Cre01.g037650
CHLRE_01g037700v5 Cre01.g037700
CHLRE_01g037751v5 Cre01.g037751
CHLRE_01g037800v5 Cre01.g037800
CHLRE_01g037850v5 Cre01.g037850
CHLRE_01g037900v5 Cre01.g037900
CHLRE_01g037950v5 Cre01.g037950
CHLRE_01g038000v5 Cre01.g038000
CHLRE_01g038050v5 Cre01.g038050
CHLRE_01g038100v5 Cre01.g038100
CHLRE_01g038151v5 Cre01.g038151
CHLRE_01g038200v5 Cre01.g038200
CHLRE_01g038250v5 Cre01.g038250
CHLRE_01g038300v5 Cre01.g038300
CHLRE_01g038350v5 Cre01.g038350
CHLRE_01g038376v5 Cre01.g038376
CHLRE_01g038400v5 Cre01.g038400
CHLRE_01g038450v5 Cre01.g038450
CHLRE_01g038500v5 Cre01.g038500
CHLRE_01g038550v5 Cre01.g038550
CHLRE_01g038600v5 Cre01.g038600
CHLRE_01g038650v5 Cre01.g038650
CHLRE_01g038700v5 Cre01.g038700
CHLRE_01g038750v5 Cre01.g038750
CHLRE_01g038800v5 Cre01.g038800
CHLRE_01g038850v5 Cre01.g038850
CHLRE_01g038900v5 Cre01.g038900
CHLRE_01g038950v5 Cre01.g038950
CHLRE_01g039000v5 Cre01.g039000
CHLRE_01g039050v5 Cre01.g039050
CHLRE_01g039101v5 Cre01.g039101
CHLRE_01g039150v5 Cre01.g039150
CHLRE_01g039200v5 Name=FAP9
CHLRE_01g039250v5 Cre01.g039250
CHLRE_01g039300v5 Cre01.g039300
CHLRE_01g039350v5 Cre01.g039350
CHLRE_01g039400v5 Cre01.g039400
CHLRE_01g039450v5 Cre01.g039450
CHLRE_01g039500v5 Cre01.g039500
CHLRE_01g039550v5 Cre01.g039550
CHLRE_01g039600v5 Cre01.g039600
CHLRE_01g039626v5 Cre01.g039626
CHLRE_01g039650v5 Cre01.g039650
CHLRE_01g039702v5 Cre01.g039702
CHLRE_01g039750v5 Cre01.g039750
CHLRE_01g039800v5 Cre01.g039800
CHLRE_01g039850v5 Cre01.g039850
CHLRE_01g039900v5 Cre01.g039900
CHLRE_01g039950v5 Cre01.g039950
CHLRE_01g040000v5 Cre01.g040000
CHLRE_01g040050v5 Cre01.g040050
CHLRE_01g040100v5 Cre01.g040100
CHLRE_01g040150v5 Cre01.g040150
CHLRE_01g040200v5 Cre01.g040200
CHLRE_01g040250v5 Cre01.g040250
CHLRE_01g040300v5 Cre01.g040300
CHLRE_01g040350v5 Cre01.g040350
CHLRE_01g040379v5 Cre01.g040379
CHLRE_01g040400v5 Cre01.g040400
CHLRE_01g040450v5 Cre01.g040450
CHLRE_01g040476v5 Cre01.g040476
CHLRE_01g040500v5 Cre01.g040500
CHLRE_01g040517v5 Cre01.g040517
CHLRE_01g040533v5 Cre01.g040533
CHLRE_01g040550v5 Cre01.g040550
CHLRE_01g040600v5 Cre01.g040600
CHLRE_01g040650v5 Cre01.g040650
CHLRE_01g040701v5 Cre01.g040701
CHLRE_01g040750v5 Cre01.g040750
CHLRE_01g040801v5 Cre01.g040801
CHLRE_01g040850v5 Cre01.g040850
CHLRE_01g040900v5 Cre01.g040900
CHLRE_01g040950v5 Cre01.g040950
CHLRE_01g041000v5 Cre01.g041000
CHLRE_01g041050v5 Cre01.g041050
CHLRE_01g041100v5 Cre01.g041100
CHLRE_01g041150v5 Cre01.g041150
CHLRE_01g041200v5 Cre01.g041200
CHLRE_01g041256v5 Cre01.g041256
CHLRE_01g041300v5 Cre01.g041300
CHLRE_01g041351v5 Cre01.g041351
CHLRE_01g041400v5 Cre01.g041400
CHLRE_01g041426v5 Cre01.g041426
CHLRE_01g041450v5 Cre01.g041450
CHLRE_01g041500v5 Cre01.g041500
CHLRE_01g041550v5 Cre01.g041550
CHLRE_01g041583v5 Cre01.g041583
CHLRE_01g041650v5 Cre01.g041650
CHLRE_01g041667v5 Cre01.g041667
CHLRE_01g041700v5 Cre01.g041700
CHLRE_01g041752v5 Cre01.g041752
CHLRE_01g041800v5 Cre01.g041800
CHLRE_01g041850v5 Cre01.g041850
CHLRE_01g041855v5 Cre01.g041855
CHLRE_01g041900v5 Cre01.g041900
CHLRE_01g041950v5 Cre01.g041950
CHLRE_01g042000v5 Cre01.g042000
CHLRE_01g042050v5 Cre01.g042050
CHLRE_01g042100v5 Cre01.g042100
CHLRE_01g042150v5 Cre01.g042150
CHLRE_01g042200v5 Cre01.g042200
CHLRE_01g042250v5 Cre01.g042250
CHLRE_01g042300v5 Cre01.g042300
CHLRE_01g042352v5 Cre01.g042352
CHLRE_01g042402v5 Cre01.g042402
CHLRE_01g042450v5 Cre01.g042450
CHLRE_01g042502v5 Cre01.g042502
CHLRE_01g042550v5 Cre01.g042550
CHLRE_01g042600v5 Cre01.g042600
CHLRE_01g042650v5 Cre01.g042650
CHLRE_01g042700v5 Cre01.g042700
CHLRE_01g042750v5 Cre01.g042750
CHLRE_01g042800v5 Cre01.g042800
CHLRE_01g042850v5 Cre01.g042850
CHLRE_01g042900v5 Cre01.g042900
CHLRE_01g042950v5 Cre01.g042950
CHLRE_01g043000v5 Cre01.g043000
CHLRE_01g043050v5 Cre01.g043050
CHLRE_01g043100v5 Cre01.g043100
CHLRE_01g043150v5 Cre01.g043150
CHLRE_01g043200v5 Cre01.g043200
CHLRE_01g043250v5 Cre01.g043250
CHLRE_01g043300v5 Cre01.g043300
CHLRE_01g043350v5 CAO
CHLRE_01g043400v5 Cre01.g043400
CHLRE_01g043450v5 Cre01.g043450
CHLRE_01g043500v5 Cre01.g043500
CHLRE_01g043550v5 Cre01.g043550
CHLRE_01g043600v5 Cre01.g043600
CHLRE_01g043650v5 Cre01.g043650
CHLRE_01g043700v5 Cre01.g043700
CHLRE_01g043750v5 Cre01.g043750
CHLRE_01g043800v5 Cre01.g043800
CHLRE_01g043817v5 Cre01.g043817
CHLRE_01g043850v5 Cre01.g043850
CHLRE_01g043901v5 Cre01.g043901
CHLRE_01g043950v5 Cre01.g043950
CHLRE_01g044000v5 Cre01.g044000
CHLRE_01g044050v5 Cre01.g044050
CHLRE_01g044100v5 Cre01.g044100
CHLRE_01g044150v5 Cre01.g044150
CHLRE_01g044200v5 Cre01.g044200
CHLRE_01g044250v5 Cre01.g044250
CHLRE_01g044276v5 Cre01.g044276
CHLRE_01g044300v5 Cre01.g044300
CHLRE_01g044350v5 Cre01.g044350
CHLRE_01g044400v5 Cre01.g044400
CHLRE_01g044450v5 Cre01.g044450
CHLRE_01g044550v5 Cre01.g044550
CHLRE_01g044600v5 Cre01.g044600
CHLRE_01g044650v5 Cre01.g044650
CHLRE_01g044700v5 Cre01.g044700
CHLRE_01g044750v5 Cre01.g044750
CHLRE_01g044800v5 Cre01.g044800
CHLRE_01g044850v5 Cre01.g044850
CHLRE_01g044900v5 Cre01.g044900
CHLRE_01g044950v5 Cre01.g044950
CHLRE_01g045000v5 Cre01.g045000
CHLRE_01g045050v5 Cre01.g045050
CHLRE_01g045100v5 Cre01.g045100
CHLRE_01g045150v5 Cre01.g045150
CHLRE_01g045200v5 Cre01.g045200
CHLRE_01g045902v5 Cre01.g045902
CHLRE_01g046600v5 Cre01.g046600
CHLRE_01g046650v5 Cre01.g046650
CHLRE_01g046652v5 Cre01.g046652
CHLRE_01g045350v5 Cre01.g045350
CHLRE_01g045400v5 Cre01.g045400
CHLRE_01g045426v5 Cre01.g045426
CHLRE_01g045450v5 Cre01.g045450
CHLRE_01g045500v5 Cre01.g045500
CHLRE_01g045550v5 Cre01.g045550
CHLRE_01g045600v5 Cre01.g045600
CHLRE_01g045601v5 Cre01.g045601
CHLRE_01g045640v5 Cre01.g045640
CHLRE_01g045650v5 Cre01.g045650
CHLRE_01g045700v5 Cre01.g045700
CHLRE_01g045752v5 Cre01.g045752
CHLRE_01g045800v5 Cre01.g045800
CHLRE_01g045825v5 Cre01.g045825
CHLRE_01g045850v5 Cre01.g045850
CHLRE_01g045903v5 Cre01.g045903
CHLRE_01g045950v5 Cre01.g045950
CHLRE_01g046052v5 Cre01.g046052
CHLRE_01g046150v5 Cre01.g046150
CHLRE_01g046237v5 Cre01.g046237
CHLRE_01g046324v5 Cre01.g046324
CHLRE_01g046500v5 Cre01.g046500
CHLRE_01g046501v5 Cre01.g046501
CHLRE_01g046502v5 Cre01.g046502
CHLRE_01g046250v5 Cre01.g046250
CHLRE_01g046800v5 Cre01.g046800
CHLRE_01g046850v5 Cre01.g046850
CHLRE_01g046950v5 Cre01.g046950
CHLRE_01g047001v5 Cre01.g047001
CHLRE_01g047050v5 Cre01.g047050
CHLRE_01g047100v5 Cre01.g047100
CHLRE_01g046450v5 Cre01.g046450
CHLRE_01g047200v5 Cre01.g047200
CHLRE_01g047218v5 Cre01.g047218
CHLRE_01g047229v5 Cre01.g047229
CHLRE_01g047265v5 Cre01.g047265
CHLRE_01g047300v5 Cre01.g047300
CHLRE_01g047350v5 Cre01.g047350
CHLRE_01g047400v5 Cre01.g047400
CHLRE_01g047450v5 Cre01.g047450
CHLRE_01g047500v5 Cre01.g047500
CHLRE_01g047550v5 Cre01.g047550
CHLRE_01g047600v5 Cre01.g047600
CHLRE_01g047650v5 Cre01.g047650
CHLRE_01g047700v5 Cre01.g047700
CHLRE_01g047750v5 Cre01.g047750
CHLRE_01g047800v5 Cre01.g047800
CHLRE_01g047850v5 Cre01.g047850
CHLRE_01g047900v5 Cre01.g047900
CHLRE_01g047950v5 Name=IFT27
CHLRE_01g048000v5 Cre01.g048000
CHLRE_01g048050v5 Cre01.g048050
CHLRE_01g048100v5 Cre01.g048100
CHLRE_01g048102v5 Cre01.g048102
CHLRE_01g048150v5 Cre01.g048150
CHLRE_01g048200v5 Cre01.g048200
CHLRE_01g048250v5 Cre01.g048250
CHLRE_01g048300v5 Cre01.g048300
CHLRE_01g048350v5 Cre01.g048350
CHLRE_01g048400v5 Cre01.g048400
CHLRE_01g048450v5 Cre01.g048450
CHLRE_01g048501v5 Cre01.g048501
CHLRE_01g048550v5 Cre01.g048550
CHLRE_01g048600v5 Cre01.g048600
CHLRE_01g048650v5 Cre01.g048650
CHLRE_01g048701v5 Cre01.g048701
CHLRE_01g048750v5 Cre01.g048750
CHLRE_01g048800v5 Cre01.g048800
CHLRE_01g048850v5 Cre01.g048850
CHLRE_01g048900v5 Cre01.g048900
CHLRE_01g048950v5 Cre01.g048950
CHLRE_01g049000v5 Cre01.g049000
CHLRE_01g049050v5 Cre01.g049050
CHLRE_01g049100v5 Cre01.g049100
CHLRE_01g049117v5 Cre01.g049117
CHLRE_01g049132v5 Cre01.g049132
CHLRE_01g049200v5 Cre01.g049200
CHLRE_01g049250v5 Cre01.g049250
CHLRE_01g049300v5 Cre01.g049300
CHLRE_01g049350v5 Cre01.g049350
CHLRE_01g049400v5 Cre01.g049400
CHLRE_01g049450v5 Cre01.g049450
CHLRE_01g049500v5 Cre01.g049500
CHLRE_01g049550v5 Cre01.g049550
CHLRE_01g049600v5 Cre01.g049600
CHLRE_01g049650v5 Cre01.g049650
CHLRE_01g049750v5 Cre01.g049750
CHLRE_01g049826v5 Cre01.g049826
CHLRE_01g049900v5 Cre01.g049900
CHLRE_01g049950v5 Cre01.g049950
CHLRE_01g050000v5 Cre01.g050000
CHLRE_01g050050v5 Cre01.g050050
CHLRE_01g050100v5 Cre01.g050100
CHLRE_01g050150v5 Cre01.g050150
CHLRE_01g050200v5 Cre01.g050200
CHLRE_01g050300v5 Cre01.g050300
CHLRE_01g050316v5 Cre01.g050316
CHLRE_01g050350v5 Cre01.g050350
CHLRE_01g050400v5 Cre01.g050400
CHLRE_01g050451v5 Cre01.g050451
CHLRE_01g050500v5 Cre01.g050500
CHLRE_01g050550v5 Cre01.g050550
CHLRE_01g050600v5 Cre01.g050600
CHLRE_01g050608v5 Cre01.g050608
CHLRE_01g050616v5 Cre01.g050616
CHLRE_01g050624v5 Cre01.g050624
CHLRE_01g050650v5 Cre01.g050650
CHLRE_01g050700v5 Cre01.g050700
CHLRE_01g050750v5 Cre01.g050750
CHLRE_01g050800v5 Cre01.g050800
CHLRE_01g050850v5 Cre01.g050850
CHLRE_01g050900v5 Cre01.g050900
CHLRE_01g050950v5 Cre01.g050950
CHLRE_01g051000v5 Cre01.g051000
CHLRE_01g051050v5 Cre01.g051050
CHLRE_01g051100v5 Cre01.g051100
CHLRE_01g051137v5 Cre01.g051137
CHLRE_01g051174v5 Cre01.g051174
CHLRE_01g051211v5 Cre01.g051211
CHLRE_01g051250v5 Cre01.g051250
CHLRE_01g051300v5 Cre01.g051300
CHLRE_01g051350v5 Cre01.g051350
CHLRE_01g051400v5 Cre01.g051400
CHLRE_01g051450v5 Cre01.g051450
CHLRE_01g051466v5 Cre01.g051466
CHLRE_01g051482v5 Cre01.g051482
CHLRE_01g051500v5 Cre01.g051500
CHLRE_01g051550v5 Cre01.g051550
CHLRE_01g051625v5 Cre01.g051625
CHLRE_01g051700v5 Cre01.g051700
CHLRE_01g051750v5 Cre01.g051750
CHLRE_01g051800v5 Cre01.g051800
CHLRE_01g051850v5 Cre01.g051850
CHLRE_01g051875v5 Cre01.g051875
CHLRE_01g051900v5 Cre01.g051900
CHLRE_01g051950v5 Cre01.g051950
CHLRE_01g052000v5 Cre01.g052000
CHLRE_01g052050v5 Cre01.g052050
CHLRE_01g052100v5 Cre01.g052100
CHLRE_01g052150v5 Cre01.g052150
CHLRE_01g052200v5 Cre01.g052200
CHLRE_01g052250v5 Cre01.g052250
CHLRE_01g052300v5 Cre01.g052300
CHLRE_01g052350v5 Cre01.g052350
CHLRE_01g052400v5 Cre01.g052400
CHLRE_01g052450v5 Cre01.g052450
CHLRE_01g052500v5 Cre01.g052500
CHLRE_01g052550v5 Cre01.g052550
CHLRE_01g052601v5 Cre01.g052601
CHLRE_01g052650v5 Cre01.g052650
CHLRE_01g052750v5 Cre01.g052750
CHLRE_01g052800v5 Cre01.g052800
CHLRE_01g052850v5 Cre01.g052850
CHLRE_01g052950v5 Cre01.g052950
CHLRE_01g053000v5 Cre01.g053000
CHLRE_01g053050v5 Cre01.g053050
CHLRE_01g053100v5 Cre01.g053100
CHLRE_01g053150v5 Cre01.g053150
CHLRE_01g053200v5 Cre01.g053200
CHLRE_01g053250v5 Cre01.g053250
CHLRE_01g053288v5 Cre01.g053288
CHLRE_01g053300v5 Cre01.g053300
CHLRE_01g053350v5 Cre01.g053350
CHLRE_01g053360v5 Cre01.g053360
CHLRE_01g053450v5 Cre01.g053450
CHLRE_01g053500v5 Cre01.g053500
CHLRE_01g053550v5 Cre01.g053550
CHLRE_01g053600v5 Cre01.g053600
CHLRE_01g053700v5 Cre01.g053700
CHLRE_01g053750v5 Cre01.g053750
CHLRE_01g053800v5 Cre01.g053800
CHLRE_01g053850v5 Cre01.g053850
CHLRE_01g053900v5 Cre01.g053900
CHLRE_01g053950v5 Cre01.g053950
CHLRE_01g054000v5 Cre01.g054000
CHLRE_01g054050v5 Cre01.g054050
CHLRE_01g054100v5 Cre01.g054100
CHLRE_01g054150v5 Cre01.g054150
CHLRE_01g054200v5 Cre01.g054200
CHLRE_01g054250v5 Cre01.g054250
CHLRE_01g054300v5 Cre01.g054300
CHLRE_01g054350v5 Cre01.g054350
CHLRE_01g054400v5 Cre01.g054400
CHLRE_01g054433v5 Cre01.g054433
CHLRE_01g054500v5 Cre01.g054500
CHLRE_01g054550v5 Cre01.g054550
CHLRE_01g054600v5 Cre01.g054600
CHLRE_01g054650v5 Cre01.g054650
CHLRE_01g054700v5 Cre01.g054700
CHLRE_01g054750v5 Cre01.g054750
CHLRE_01g054800v5 Cre01.g054800
CHLRE_01g054850v5 Cre01.g054850
CHLRE_01g054900v5 Cre01.g054900
CHLRE_01g054950v5 Cre01.g054950
CHLRE_01g055000v5 Cre01.g055000
CHLRE_01g055050v5 Cre01.g055050
CHLRE_01g055100v5 Cre01.g055100
CHLRE_01g055151v5 Cre01.g055151
CHLRE_01g055200v5 Cre01.g055200
CHLRE_01g055250v5 Cre01.g055250
CHLRE_01g055300v5 Cre01.g055300
CHLRE_01g055316v5 Cre01.g055316
CHLRE_01g055350v5 Cre01.g055350
CHLRE_01g055400v5 Cre01.g055400
CHLRE_01g055404v5 Cre01.g055404
CHLRE_01g055408v5 Cre01.g055408
CHLRE_01g055412v5 Cre01.g055412
CHLRE_01g055416v5 Cre01.g055416
CHLRE_01g055420v5 Cre01.g055420
CHLRE_01g055424v5 Cre01.g055424
CHLRE_01g055428v5 Cre01.g055428
CHLRE_01g055432v5 Cre01.g055432
CHLRE_01g055436v5 Cre01.g055436
CHLRE_01g055440v5 Cre01.g055440
CHLRE_01g055444v5 Cre01.g055444
CHLRE_01g055448v5 Cre01.g055448
CHLRE_01g055453v5 Cre01.g055453
CHLRE_01g055457v5 Cre01.g055457
CHLRE_01g055461v5 Cre01.g055461
CHLRE_01g055465v5 Cre01.g055465
CHLRE_01g055469v5 Cre01.g055469
CHLRE_01g055473v5 Cre01.g055473
CHLRE_01g055477v5 Cre01.g055477
CHLRE_01g055500v5 Cre01.g055500
CHLRE_01g055550v5 Cre01.g055550
CHLRE_01g055600v5 Cre01.g055600
CHLRE_01g055966v5 Cre01.g055966
CHLRE_01g056331v5 Cre01.g056331
CHLRE_01g056696v5 Cre01.g056696
CHLRE_01g057061v5 Cre01.g057061
CHLRE_01g057426v5 Cre01.g057426
CHLRE_01g057791v5 Cre01.g057791
CHLRE_01g058156v5 Cre01.g058156
CHLRE_01g058521v5 Cre01.g058521
CHLRE_01g058886v5 Cre01.g058886
CHLRE_01g059252v5 Cre01.g059252
CHLRE_01g059617v5 Cre01.g059617
CHLRE_01g059982v5 Cre01.g059982
CHLRE_01g060347v5 Cre01.g060347
CHLRE_01g060712v5 Cre01.g060712
CHLRE_01g061077v5 Cre01.g061077
CHLRE_01g061442v5 Cre01.g061442
CHLRE_01g061807v5 Cre01.g061807
CHLRE_01g062172v5 Cre01.g062172
CHLRE_01g062537v5 Cre01.g062537
CHLRE_01g062902v5 Cre01.g062902
CHLRE_01g063267v5 Cre01.g063267
CHLRE_01g063632v5 Cre01.g063632
CHLRE_01g063997v5 Cre01.g063997
CHLRE_01g064362v5 Cre01.g064362
CHLRE_01g064727v5 Cre01.g064727
CHLRE_01g065092v5 Cre01.g065092
CHLRE_01g065457v5 Cre01.g065457
CHLRE_01g065822v5 Cre01.g065822
CHLRE_01g066187v5 Cre01.g066187
CHLRE_01g066552v5 Cre01.g066552
CHLRE_01g066917v5 Cre01.g066917
CHLRE_01g067282v5 Cre01.g067282
CHLRE_01g067647v5 Cre01.g067647
CHLRE_01g068012v5 Cre01.g068012
CHLRE_01g068377v5 Cre01.g068377
CHLRE_01g068742v5 Cre01.g068742
CHLRE_01g069107v5 Cre01.g069107
CHLRE_01g069472v5 Cre01.g069472
CHLRE_01g069837v5 Cre01.g069837
CHLRE_01g070202v5 Cre01.g070202
CHLRE_01g070567v5 Cre01.g070567
CHLRE_01g070932v5 Cre01.g070932
CHLRE_01g071297v5 Cre01.g071297
CHLRE_01g071662v5 Cre01.g071662
CHLRE_01g072027v5 Cre01.g072027
CHLRE_10g417426v5 Cre10.g417426
CHLRE_10g417450v5 Cre10.g417450
CHLRE_10g417500v5 Cre10.g417500
CHLRE_10g417550v5 Cre10.g417550
CHLRE_10g417576v5 Cre10.g417576
CHLRE_10g417600v5 Cre10.g417600
CHLRE_10g417650v5 Cre10.g417650
CHLRE_10g417675v5 Cre10.g417675
CHLRE_10g417700v5 Cre10.g417700
CHLRE_10g417730v5 Cre10.g417730
CHLRE_10g417741v5 Cre10.g417741
CHLRE_10g417750v5 Cre10.g417750
CHLRE_10g417850v5 Cre10.g417850
CHLRE_10g417900v5 Cre10.g417900
CHLRE_10g417950v5 Cre10.g417950
CHLRE_10g418000v5 Cre10.g418000
CHLRE_10g418050v5 Cre10.g418050
